Id,Contact__c,Case__c,Name,CreatedDate,NPS_Score__c,Additional_Comments__c,NPS_Formula__c,CES_Score__c,What_can_SAI_make_easier_for_you__c,Post_Chat_Score__c
a3I0W0000027O8eUAE,0030W00003RtsK5QAJ,5000W000019iFAGQA2,GetFeedback Survey Response: Net Promoter Score,1/19/2018 15:58,10,"Support team were awesome, solved my problem and saved my day! Thanks!!",1,,,
a3I0W0000027O8jUAE,003d000003IYrW0AAL,5000W000019iEhJQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:05,10,,1,,,
a3I0W0000027O8oUAE,0030W00003RuPloQAF,5000W000019iF06QAE,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:06,10,Good exposure towards the free mark and will the command many of my colleagues to attend training,1,,,
a3I0W0000027O8tUAE,0030W00003RtscFQAR,5000W000019iF9XQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:14,7,Not at the moment,0,,,
a3I0W0000027O8yUAE,003d000003Anh0jAAB,5000W000019iDBCQA2,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:24,9,I am very pleased with support@scaledagile.com. Very friendly and I have got solution whenever I have approached them.,1,,,
a3I0W0000027O93UAE,003d000003CF5pxAAD,5000W000019iKCHQA2,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:28,9,Very prompt response and clear,1,,,
a3I0W0000027O98UAE,003d000003IbLAvAAN,5000W000019iFGsQAM,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:40,10,I have only positive things to say about Scaled Agile Support. Very helpful and patient support team :),1,,,
a3I0W0000027O9IUAU,003d000002OXuv2AAD,5000W000019iFa9QAE,GetFeedback Survey Response: Net Promoter Score,1/19/2018 16:52,10,thank you for the prompt help :-),1,,,
a3I0W0000027O9hUAE,0030W00003N5idsQAB,5000W000019iFiXQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 17:21,9,,1,,,
a3I0W0000027OAVUA2,0030W00003RtdQzQAJ,5000W000019iAWTQA2,GetFeedback Survey Response: Net Promoter Score,1/19/2018 18:02,10,Resetting my exam because of browser issues was an unexpected benefit. Thank you very much.,1,,,
a3I0W0000027OAaUAM,0030W00003Rv9flQAB,5000W000019iFQJQA2,GetFeedback Survey Response: Net Promoter Score,1/19/2018 18:47,10,,1,,,
a3I0W0000027OAfUAM,003d000003FLApYAAX,5000W000019iF77QAE,GetFeedback Survey Response: Net Promoter Score,1/19/2018 18:57,9,,1,,,
a3I0W0000027OAkUAM,0030W00003RvD9lQAF,5000W000019iEyFQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 19:33,10,,1,,,
a3I0W0000027OApUAM,003d000002lXZMFAA4,5000W000019iFgCQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 19:33,10,great support,1,,,
a3I0W0000027OAuUAM,0030W00003Rv9fkQAB,5000W000019iGEsQAM,GetFeedback Survey Response: Net Promoter Score,1/19/2018 19:35,10,,1,,,
a3I0W0000027OAzUAM,0030W00003RtwKSQAZ,5000W000019iGqSQAU,GetFeedback Survey Response: Net Promoter Score,1/19/2018 22:12,10,,1,,,
a3I0W0000027OB4UAM,003d000002y7YurAAE,5000W000019iG2mQAE,GetFeedback Survey Response: Net Promoter Score,1/19/2018 22:32,10,Thanks for the quick response!,1,,,
a3I0W0000027OB9UAM,0030W00003LCNPlQAP,5000W000019i9cGQAQ,GetFeedback Survey Response: Net Promoter Score,1/20/2018 7:21,9,,1,,,
a3I0W0000027OBEUA2,0030W00003Rtp6hQAB,5000W000019iGmpQAE,GetFeedback Survey Response: Net Promoter Score,1/20/2018 12:09,5,,-1,,,
a3I0W0000027OBJUA2,003d000002aTWxgAAG,5000W000019iFp9QAE,GetFeedback Survey Response: Net Promoter Score,1/20/2018 17:03,8,Great service.  Sometimes more attention needs to be paid to the content as there is a tendency to respond in a general way rather than to the specific question.,0,,,
a3I0W0000027OBOUA2,003d000002OXNdCAAX,5000W000019iI4zQAE,GetFeedback Survey Response: Net Promoter Score,1/20/2018 18:10,10,,1,,,
a3I0W0000027OBTUA2,003d000002erXqYAAU,5000W000019iIi1QAE,GetFeedback Survey Response: Net Promoter Score,1/20/2018 20:12,9,your response to my items has been terrific!!!,1,,,
a3I0W0000027OBYUA2,0030W00003Rtxy2QAB,5000W000019iJDTQA2,GetFeedback Survey Response: Net Promoter Score,1/20/2018 20:25,10,Support was fast and informative,1,,,
a3I0W0000027OBdUAM,0030W00003Rv6YxQAJ,5000W000019iDKxQAM,GetFeedback Survey Response: Net Promoter Score,1/20/2018 20:34,10,,1,,,
a3I0W0000027OBiUAM,0030W00003Rv6YxQAJ,5000W000019iDKxQAM,GetFeedback Survey Response: Net Promoter Score,1/20/2018 20:35,10,,1,,,
a3I0W0000027OBnUAM,0030W00003Lg1WZQAZ,5000W000019i9XVQAY,GetFeedback Survey Response: Net Promoter Score,1/21/2018 9:23,10,,1,,,
a3I0W0000027OBsUAM,0030W00003Qt8Y4QAJ,5000W000019iJ6wQAE,GetFeedback Survey Response: Net Promoter Score,1/21/2018 16:30,10,,1,,,
a3I0W0000027OBxUAM,0030W00003RtmxOQAR,5000W000019i9ebQAA,GetFeedback Survey Response: Net Promoter Score,1/21/2018 19:22,8,,0,,,
a3I0W0000027OC2UAM,0030W00003RtXNEQA3,5000W000019iKWMQA2,GetFeedback Survey Response: Net Promoter Score,1/21/2018 19:31,10,,1,,,
a3I0W0000027OC7UAM,0030W00003RvCn2QAF,5000W000019iKCMQA2,GetFeedback Survey Response: Net Promoter Score,1/21/2018 20:20,8,,0,,,
a3I0W0000027OCCUA2,003d000002OXv1fAAD,5000W000019iJH1QAM,GetFeedback Survey Response: Net Promoter Score,1/21/2018 20:34,5,,-1,,,
a3I0W0000027ODSUA2,0030W00003Rupb8QAB,5000W000019iLE9QAM,GetFeedback Survey Response: Net Promoter Score,1/22/2018 4:15,10,,1,,,
a3I0W0000027ODrUAM,003d000002qLD8sAAG,5000W000019i8QiQAI,GetFeedback Survey Response: Net Promoter Score,1/22/2018 6:00,5,Just doesn't come across as user friendly.  It's hard to navigate back to items that I found once but couldn't locate again.  Frustrating.,-1,,,
a3I0W0000027ODwUAM,003d000002aTcrlAAC,5000W000019iAWEQA2,GetFeedback Survey Response: Net Promoter Score,1/22/2018 7:18,9,,1,,,
a3I0W0000027OE1UAM,003d0000030mMR3AAM,5000W000019iIxzQAE,GetFeedback Survey Response: Net Promoter Score,1/22/2018 7:30,7,,0,,,
a3I0W0000027OE6UAM,0030W00003OAzMbQAL,5000W000019iMICQA2,GetFeedback Survey Response: Net Promoter Score,1/22/2018 8:08,10,,1,,,
a3I0W0000027OEBUA2,0030W00003RGeF5QAL,5000W000019hr8ZQAQ,GetFeedback Survey Response: Net Promoter Score,1/22/2018 9:20,10,,1,,,
a3I0W0000027OEGUA2,0030W00003RtzjzQAB,5000W000019iLSpQAM,GetFeedback Survey Response: Net Promoter Score,1/22/2018 10:49,8,,0,,,
a3I0W0000027OELUA2,0030W00003RGKp1QAH,5000W000019iJd2QAE,GetFeedback Survey Response: Net Promoter Score,1/22/2018 11:45,10,One of the best support organizations I've encountered in my 35+ years of software management experience-Thank you Amberly!!!!!,1,,,
a3I0W0000027OF9UAM,0030W00003Ru1VTQAZ,5000W000019iHeSQAU,GetFeedback Survey Response: Net Promoter Score,1/22/2018 13:42,10,,1,,,
a3I0W0000027OFEUA2,0030W00003OBMcxQAH,5000W000019iJjKQAU,GetFeedback Survey Response: Net Promoter Score,1/22/2018 14:00,10,The only thing I could add would be to update the message when support staff are out of office in training to set proper expectations.,1,,,
a3I0W0000027OGMUA2,003d000002eslL6AAI,5000W000019iFvvQAE,GetFeedback Survey Response: Net Promoter Score,1/22/2018 16:16,10,,1,,,
a3I0W0000027OGRUA2,0030W00003OBFfOQAX,5000W000019iGq3QAE,GetFeedback Survey Response: Net Promoter Score,1/22/2018 16:21,8,They understood my issues and was able to reset my ability to take the certification test.,0,,,
a3I0W0000027OGWUA2,0030W00003LimWbQAJ,5000W000019iH9ZQAU,GetFeedback Survey Response: Net Promoter Score,1/22/2018 16:41,10,,1,,,
a3I0W0000027OGvUAM,003d000003DkEk6AAF,5000W000019iCwCQAU,GetFeedback Survey Response: Net Promoter Score,1/22/2018 17:14,10,resolutive and super fast support,1,,,
a3I0W0000027OH5UAM,0030W00003NKyWBQA1,5000W000019iEJvQAM,GetFeedback Survey Response: Net Promoter Score,1/22/2018 17:28,10,I very much appreciate Amberly's prompt help in combining my two accounts. Thank you!,1,,,
a3I0W0000027OM9UAM,0030W00003RvDJIQA3,5000W000019iH7iQAE,GetFeedback Survey Response: Net Promoter Score,1/23/2018 21:00,10,The Learning Scaled Agile course has greatly enhanced my understanding of how these concepts can drive successful outcomes.,1,,,
a3I0W0000027OMEUA2,0030W00003RDIkfQAH,5000W000019iMqiQAE,GetFeedback Survey Response: Net Promoter Score,1/24/2018 0:04,10,"Scaled Agile support is excellent,",1,,,
a3I0W0000027OMJUA2,0030W00003RGXBvQAP,5000W000019iL8kQAE,GetFeedback Survey Response: Net Promoter Score,1/24/2018 1:13,10,,1,,,
a3I0W0000027ONtUAM,0030W00003RvDcdQAF,5000W000019iJxMQAU,GetFeedback Survey Response: Net Promoter Score,1/24/2018 2:29,8,"Material is comprehensive and easy to understand - however, some content were too detailed though ('less is more' if you want to improve)",0,,,
a3I0W0000027ONyUAM,003d000002OXNKoAAP,5000W000019iLKWQA2,GetFeedback Survey Response: Net Promoter Score,1/24/2018 2:54,10,,1,,,
a3I0W0000027OO3UAM,0030W00003QbIttQAF,5000W000019iNkvQAE,GetFeedback Survey Response: Net Promoter Score,1/24/2018 5:10,8,,0,,,
a3I0W0000027OO8UAM,0030W00003RtlWIQAZ,5000W000019iFESQA2,GetFeedback Survey Response: Net Promoter Score,1/24/2018 10:24,8,"Thanks for the exam extension, I just passed yesterday :-)",0,,,
a3I0W0000027OODUA2,003d000002erXc9AAE,5000W000019iAl4QAE,GetFeedback Survey Response: Net Promoter Score,1/24/2018 12:19,9,Clear information. Fast feedback,1,,,
